"","X","descr"
"2246",2275,"TO APPROVE A RESOLUTION CONDEMNING THE UNPROVOKED ACTS OF AGGRESSION COMMITTED BY SOUTH AFRICA AGAINST ANGOLA, SEYCHELLES AND OTHER INDEPENDENT NATIONS, DEMANDING THE IMMEDIATE AND UNCONDITIONAL WITHDRAWL OF ALL TROOPS OF SOUTH AFRICA FROM ANGO"
"2247",2276,"TO APPROVE A RESOLUTION REQUESTING THE SECURITY COUNCIL TO CONSIDER URGENTLY THE DECLARATION OF THE INTERNATIONAL CONFERENCE ON SANCTIONS AGAINST SOUTH AFRICA WITH A VIEW TO THE IMPOSITION OF COMPREHENSIVE AND MANDATORY SANCTIONS AGAINST SOUTH"
"2248",2277,"TO APPROVE A RESOLUTION STRONGLY CONDEMNING THE COLLUSION BY THE GOVERNMENTS OF CERTAIN WESTERN COUNTRIES, AND IN PARTICULAR THOSE OF THE UNITED STATES, THE FEDERAL REPUBLIC OF GERMANY, AND ISRAEL, WITH SOUTH AFRICA IN THE NUCLEAR FIELD, AND CA"
"2249",2278,"TO APPROVE A RESOLUTION CALLING UPON ALL STATES TO TAKE EFFECTIVE MEASURES TO ENSURE THAT GOVERNMENTAL AND NON-GOVERNMENTAL ORGANIZATIONS WITHIN THEIR JURISDICTION CEASE ANY RELATIONS WITH THE MILITARY AND POLICE FORCES, MILITARY INDUSTRY AND M"
"2250",2279,"TO APPROVE A RESOLUTION URGING ALL STATES WHICH HAVE NOT YET DONE SO TO TAKE EFFECTIVE LEGISLATIVE AND OTHER MEASURES TO ENSURE THE EFFECTIVE IMPLEMENTATION OF AN OIL EMBARGO AGAINST SOUTH AFRICA."
"2251",2280,"TO APPROVE A RESOLUTION REQUESTING AND AUTHORIZING THE SPECIAL COMMITTEE AGAINST APARTHEID TO TAKE ALL NECESSARY STEPS, IN COOPERATION WITH APPROPRIATE OTHER ORGANIZATIONS, TO ORGANIZE IN 1982 AN INTERNATIONAL CONFERENCE OF TRADE UNIONS ON SANC"
"2252",2281,"TO APPROVE A RESOLUTION CONDEMNING THOSE SPORTS ORGANIZATIONS, SPORTSMEN, AND PROMOTERS OF SPORTS EVENTS WHO HAVE COLLABORATED WITH SOUTH AFRICA IN VIOLATION OF THE RESOLUTIONS OF THE GENERAL ASSEMBLY."
"2253",2282,"TO APPROVE A RESOLUTION INVITING THE COOPERATION OF ALL GOVERNMENTS AND ORGANIZATIONS WITH THE SPECIAL COMMITTEE AGAINST APARTHEID IN PROMOTING SOLIDARITY WITH AND ASSISTANCE TO THE WOMEN AND CHILDREN OF SOUTH AFRICA IN THEIR STRUGGLE FOR LIBER"
"2254",2283,"TO APPROVE A RESOLUTION REQUESTING THE SECRETARY-GENERAL TO LEND HIS COOPERATION TO THE SPECIAL COMMITTEE AGAINST APARTHEID IN INVESTIGATING AND PUBLICIZING THE COLLABORATION OF CERTAIN NON-GOVERNMENTAL ORGANIZATIONS WITH SOUTH AFRICA."
"2255",2284,"TO APPROVE A RESOLUTION STRONGLY CONDEMNING THE INCREASING AND CONTINUING COLLABORATION OF ISRAEL WITH SOUTH AFRICA, ESPECIALLY IN THE MILITARY AND NUCLEAR FIELDS."
"2256",2285,"TO APPROVE A RESOLUTION REAFFIRMING THE MANDATE OF THE SPECIAL COMMITTEE AGAINST APARTHEID FOR THE PROMOTION OF THE INTERNATIONAL CAMPAIGN AGAINST APARTHEID."
"2257",2286,"TO APPROVE A RESOLUTION URGING THE SECURITY COUNCIL TO ONSIDER TAKING EFFECTIVE STEPS TO ACHIEVE A CESSATION OF FURTHER FOREIGN INVESTMENTS IN, AND FINANCIAL LOANS TO, SOUTH AFRICA."
"2258",2287,"TO APPROVE A RESOLUTION STRONGLY CONDEMNING ISRAEL'S AGGRESSION AGAINST LEBANON AND THE CONTINUOUS BOMBARDMENT AND DESTRUCTION OF ITS CITIES AND VILLAGES, AND ALSO CONDEMNING ISRAEL'S ANNEXATIONIST POLICIES AND PRACTICES IN THE OCCUPIED SYRIAN"
"2259",2288,"TO APPROVE A RESOLUTION DECLARING THAT ISRAEL'S DECISION TO APPLY ISRAELI LAW TO THE OCCUPIED SYRIAN GOLAN HEIGHTS IS NULL AND VOID AND HAS NO LEGAL VALIDITY WHATSOEVER."
"2260",2289,"TO APPROVE A RESOLUTION CALLING UPON STATES DEPOSTITORIES OF THE TREATY BANNING NUCLEAR WEAPONS TESTS IN THE ATMOSPHERE, IN OUTER SPACE AND UNDER WATER AND THE TREATY ON THE NON-PROLIFERATION OF NUCLEAR WEAPONS TO BRING TO A HALT ALL NUCLEAR-TE"
"2261",2290,"TO APPROVE A REOLUTION CALLING UPON ALL STATES, CORPORATIONS, INSTITUTIONS AND INDIVIDUALS TO TERMINATE FORTHWITH ALL MILITARY AND NULCEAR COLLABORATION WITH SOUTH AFRICA, AND DEMANDING THAT SOUTH AFRICA SUBMIT ALL ITS NUCLEAR INSTALLATIONS TO"
"2262",2291,"TO APPROVE A RESOLUTION REITERATING THE CALL TO ALL STATES TO CONSIDER THE CONTINENT OF AFRICA AS A NUCLEAR-WEAPON-FREE ZONE, AND REAFFIRMING THAT THE NUCLEAR-WEAPON PROGRAM OF SOUTH AFRICA CONSTITUTES A VERY GRAVE DANGER TO INTERNATIONAL PEACE"
"2263",2292,"TO APPROVE A RESOLUTION CONSIDERING THE ISRAELI ATTACK ON THE NUCLEAR INSTALLATION IN IRAQ TO AFFECT ADVERSELY THE PROSPECTS OF THE ESTABISHMENT OF A NUCLEAR-WEAPON-FREE ZONE IN THE MIDDLE EAST, AND DECLARING IT IMPERATIVE THAT ISRAEL PLACE ITS"
"2264",2293,"TO APPROVE A RESOLUTION REAFFIRMING THE ENDORSEMENT, IN PRINCIPLE, OF A NUCLEAR-WEAPON-FREE ZONE IN SOUTH ASIA."
"2265",2294,"TO APPROVE A RESOLUTION CALLING UPON STATES TO MAKE DECLARATIONS, IDENTICAL IN SUBSTANCE, CONCERNING THE REFUSAL TO CREATE NEW TYPES OF WEAPONS OF MASS DESTRUCTION AND NEW SYSTEMS OF SUCH WEAPONS."
"2266",2295,"TO APPROVE A RESOLUTION NOTING WITH SATISFACTION THE CONTENTS OF THE STUDY ON THE WORLD DISARMAMENT CAMPAIGN AND COMMENDING ITS CONCLUSIONS."
"2267",2296,"TO APPROVE A RESOLUTION CALLING UPON MEMBER STATES TO REFRAIN FROM ANY ACTION THAT COULD HAMPER, COMPLICATE OR RENDER IMPOSSIBLE THE DISARMAMENT NEGOTIATIONS WHICH ARE UNDER WAY, AND, IN PARTICULAR, NOT TO HINDER PROGRESS BY THE DISCUSSION OF U"
"2268",2297,"TO APPROVE A RESOLUTION DEEMING IT NECESSARY TO INITIATE NEGOTIATIONS ON THE CESSATION OF THE PRODUCTION OF NUCLEAR WEAPONS AND ON THE GRADUAL REDUCTIN OF THEIR STOCKPILES UP TO AND INCLUDING THEIR TOTAL DESTRUCTION."
"2269",2298,"TO APPROVE A RESOLUTION REQUESTING THE COMMITTEE ON DISARMAMENT TO COMPLETE THE ELABORATION OF A COMPREHENSIVE PROGRAM OF DISARMAMENT AND TO SUBMIT THE PROGRAM IN TIME FOR CONSIDERATION AND ADOPTION BY THE GENERAL ASSEMBLY AT ITS SECOND SPECIAL"
"2270",2299,"TO APPROVE A RESOLUTION REAFFIRMING THE IMPORTANCE OF PROVISIONS CONCERNING THE QUESTION OF THE UNIVERSALITY OF MULTILATERAL DISARMAMENT AGREEMENTS CONTAINED IN THE FINAL DOCUMENT OF THE TENTH SPECIAL SESSION OF THE GENERAL ASSEMBLY."
"2271",2300,"TO APPROVE A RESOLUTION DECLARING ONCE AGAIN THAT THE USE OF NULCEAR WEAPONS WOULD BE A VIOLATION OF THE CHARTER OF THE UNITED NATIONS AND A CRIME AGAINST HUMANITY, AND THE USE OR THREAT OF USE OF NUCLEAR WEAPONS SHOULD THEREFORE BE PROHIBITED."
"2272",2301,"TO APPROVE A RESOLUTION INVITING MEMBER STATES TO COMMUNICATE TO THE SECRETARY-GENERAL THEIR VIEWS AND SUGGESTIONS CONCERNING WORLD-WIDE ACTION FOR COLLECTING SIGNATURES IN SUPPORT OF MEASURES TO PREVENT NUCLEAR WAR, TO CURB THE ARMS RACE AND F"
"2273",2302,"TO APPROVE A RESOLUTION REQUESTING THE COMMITTEE ON DISARMAMENT TO START WITHOUT DELAY NEGOTIATIONS IN AN APPROPRIATE ORGANIZATIONAL FRAMEWORK WITH A VIEW TO CONCLUDING A CONVENTION ON THE PROHIBITION, STOCKPILING, DEPLOYMENT AND USE OF NUCLEAR"
"2274",2303,"TO APPROVE A RESOLUTION WELCOMING THE CONCLUSION OF THE COMMITTEE ON DISARMAMENT THAT THERE IS RECOGNITION OF THE URGENT NEED TO REACH AGREEMENT ON EFFECTIVE INTERNATIONAL ARRANGEMENTS TO ASSURE NON-NUCLEAR-WEAPON STATES AGAINST THE USE OR THRE"
"2275",2304,"TO APPROVE A RESOLUTION REAFFIRMING THE URGENT NEED TO REACH AGREEMENT ON EFFECTIVE INTERNATIONAL ARRANGEMENTS TO ASSURE NON-NUCLEAR-WEAPON STATES AGAINST THE USE OR THREAT OF USE OF NULCEAR WEAPONS."
"2276",2305,"TO APPROVE A RESOLUTION EXPRESSING REGRET THAT AN AGREEMENT ON THE COMPLETE AND EFFECTIVE PROHIBITION OF THE DEVELOPMENT, PRODUCTION AND STOCKPILING OF ALL CHEMICAL WEAPONS AND ON THEIR DESTRUCTION HAS NOT YET BEEN ELABORATED."
"2277",2306,"TO APPROVE A RESOLUTION REAFFIRMING THE NECESSITY OF THE EARLIEST ELABORATION AND CONCLUSION OF A CONVENTION ON THE PROHIBITION OF THE DEVELOPMENT, PRODUCTION AND STOCKPILING OF ALL CHEMICAL WEAPONS."
"2278",2307,"TO APPROVE A RESOLUTION REQUESTING THE SECRETARY-GENERAL TO CONTINUE HIS INVESTIGATION OF ALLEGATIONS OF THE USE OF CHEMICAL WEAPONS AND TO REPORT TO THE GENERAL ASSEMBLY AT ITS 37TH SESSION."
"2279",2308,"TO APPROVE A RESOLUTION REQUESTING THE DISARMAMENT COMMISSION AT ITS SUBSTANTIVE SESSION IN 1982 TO COMPLETE ITS CONSIDERATION OF THE GENERAL APPROACH TO THE STUDY OF ALL ASPECTS OF THE CONVENTIONAL ARMS RACE AND ON DISARMAMENT RELATING TO CONV"
"2280",2309,"TO APPROVE A RESOLUTION URGING ALL STATES, IN PARTICULAR THOSE WITH MAJOR SPACE CAPABILITIES, TO CONTRIBUTE ACTIVELY TO THE GOAL OF PREVENTING AN ARMS RACE IN OUTER SPACE AND TO REFRAIN FROM ANY ACTION CONTRARY TO THAT AIM."
"2281",2310,"TO APPROVE A RESOLUTION REQUESTING THE COMMITTEE ON DISARMAMENT TO PROCEED WITHOUT DELAY TO TALKS WITH A VIEW TO ELABORATING AN INTERNATIONAL AGREEMENT ON THE NON-STATIONING OF NUCLEAR WEAPONS ON THE TERRITORIES OF STATES WHERE THERE ARE NO SUC"
"2282",2311,"TO APPROVE A RESOLUTION CONSIDERING THAT THE CESSATION OF THE PRODUCTION OF FISSIONABLE MATERIAL FOR WEAPONS PURPOSES AND THE PROGRESSIVE CONVERSION AND TRANSFERS OF STOCKS TO PEACEFUL USES WOULD BE A SIGNIFICANT STEP TOWARDS HALTING AND REVERS"
"2283",2312,"TO APPROVE A RESOLUTION REAFFIRMING THAT STATES NOT MEMBERS OF THE COMMITTEE ON DISARMAMENT SHOULD UPON THEIR REQUEST CONTINUE TO BE INVITED BY IT TO PARTICIPATE IN THE WORK OF THE COMMITTEE."
"2284",2313,"TO APPROVE A RESOLUTION EXPRESSING THE CONVICTION THAT THE ARMS RACE CANNOT BE STOPPED AS LONG AS THE CONCEPTS OF BALANCE OF WEAPONS OR OF DETERRENCE CONTINUE TO BE REGARDED AS THE SOLE MEASURES FOR THE SECURITY OF NATIONS, AND REQUESTING THE S"
"2285",2314,"TO APPROVE A RESOLUTION REAFFIRMING THAT ISRAEL'S ATTACK ON THE IRAQI NUCLEAR FACILITIES AND ISRAEL'S NUCLEAR CAPABILITIES CONSTITUTE A SERIOUS DESTABLIZING FACTOR AND A GRAVE DANGER TO INTERNATIONAL PEACE AND SECURITY, AND CALLING UPON ALL STA"
"2286",2315,"TO APPROVE A RESOLUTION CONSIDERING IT NECESSARY TO TAKE EFFECTIVE STEPS, BY CONCLUDING AN APPROPRIATE INTERNATIONAL TREATY, TO PREVENT THE SPREAD OF NUCLEAR ARMS TO SPACE."
"2287",2316,"TO APPROVE A RESOLUTION PROCLAIMING THAT ANY DOCTRINE ALLOWING THE FIRST USE OF NUCLEAR WEAPONS AND ANY ACTIONS PUSHING THE WORLD TOWARDS A CATASTROPHE ARE INCOMPATIBLE WITH THE MORAL STANDARDS AND THE LOFTY IDEALS OF THE UNITED NATIONS."
"2288",2317,"TO APPROVE A RESOLUTION URGING ALL STATES, IN PARTICULAR THE PERMANENT MEMBERS OF THE SECURITY COUNCIL, TO UNDERTAKE ALL NECESSARY MEASURES TO PREVENT THE FURTHER AGGREVATION OF THE INTERNATIONAL SITUATION AND DISRUPTION OF THE PROCESS OF DETEN"
"2289",2318,"TO APPROVE A RESOLUTION APPROVING THE DECLARATION ON THE INADMISSABILITY OF INTERVENTION AND INTERFERENCE IN THE INTERNAL AFFAIRS OF STATES."
"2290",2319,"TO APPROVE A RESOLUTION INVITING ALL STATES TO INTENSIFY THEIR EFFORTS TOWARDS THE IMPLEMENTATION OF THE DECLARATION ON THE PREPARATION OF SOCIETIES FOR LIFE IN PEACE BY STRICTLY OBSERVING THE PRINCIPLES ENSHRINED IN THE DECLARATION AND TAKING"
"2291",2320,"TO APPROVE A RESOLUTION DEMANDING THAT ISRAEL DESIST FORTHWITH FROM ALL EXCAVATIONS AND TRANSFORMATIONS OF THE HISTORICAL, CULTURAL AND RELIGIOUS SITES OF JERUSALEM, PARTICULARLY BENEATH AND AROUND THE MOSLEM HOLY SANCTUARY OF AL-HARAM AL-SHARI"
"2292",2321,"TO APPROVE A RESOLUTION DEMANDING THAT ISRAEL DESIST FROM REMOVAL OR RESETTLEMENT OF PALESTINE REFUGEES IN THE GAZA STRIP AND FROM DESTRUCTION OF THEIR SHELTERS."
"2293",2322,"TO APPROVE A RESOLUTION REAFFIRMING THE INALIENABLE RIGHTS OF ALL DISPLACED INHABITANTS TO RETURN TO THEIR HOMES IN THE TERRITORIES OCCUPIED BY ISRAEL SINCE 1967, DECLARING THAT THE RESTRICTION OF THE EXERCISE OF THOSE RIGHTS IS INADMISSIBLE, A"
"2294",2323,"TO APPROVE A RESOLUTION REQUESTING THE SECRETARY-GENERAL TO TAKE ALL APPROPRIATE STEPS FOR THE PROTECTION AND ADMINISTRATION OF ARAB PROPERTY, ASSETS AND PROPERTY RIGHTS IN ISRAEL, AND TO ESTABLISH A FUND FOR THE RECEIPT OF INCOME DERIVED THERE"
"2295",2324,"TO APPROVE A RESOLUTION CALLING UPON ALL GOVERNMENTS AS A MATTER OF URGENCY TO MAKE THE MOST GENEROUS EFFORTS POSSIBLE TO MEET THE ANTICIPATED NEEDS OF THE UNITED NATIONS RELIEF AND WORKS AGENCY FOR PALESTINE REFUGEES IN THE NEAR EAST."
"2296",2325,"TO APPROVE A RESOLUTION CALLING UPON ISRAEL TO DESIST FROM OBSTRUCTING THE IMPLEMENTATION OF RESOLUTION 35/13 OF THE GENERAL ASSEMBLY AND TO REMOVE THE OBSTACLES WHICH IT HAS PUT IN THE WAY OF ESTABLISHING A UNIVERSITY IN JERUSALEM FOR PALESTIN"
"2297",2326,"TO APPROVE A RESOLUTION STRONGLY APPEALLING TO ALL STATES, SPECIALIZED AGENCIES AND NON-GOVERNMENTAL ORGANIZATIONS TO AUGMENT SPECIAL ALLOCATIONS FOR SCHOLARSHIPS AND GRANTS TO PALESTINE REFUGEES."
"2298",2327,"TO APPROVE A RESOLUTION REAFFIRMING THAT THE GENEVA CONVENTION RELATIVE TO THE PROTECTION OF CIVILIAN PERSONS IN TIME OF WAR IS APPLICABLE TO PALESTINIAN AND OTHER ARAB TERRITORIES OCCUPIED BY ISRAEL SINCE 1967, INCLUDING JERUSALEM."
"2299",2328,"TO APPROVE A RESOLUTION DETERMINING THAT MEASURES AND ACTIONS TAKEN BY ISRAEL DESIGNED TO CHANGE THE LEGAL STATUS, GEOGRAPHICAL NATURE AND DEMOGRAPHIC COMPOSITION OF THE OCCUPIED PALESTINIAN AND OTHER ARAB TERRITORIES ARE IN VIOLATION OF THE GE"
"2300",2329,"TO APPROVE A RESOLUTION REITERATING THE CALL TO STATES AND TO INTERNATIONAL ORGANIZATIONS AND SPECIALIZED AGENCIES NOT TO RECOGNIZE ANY CHANGES CARRIED OUT BY ISRAEL IN THE OCCUPIED TERRITORIES AND TO AVOID ACTIONS, INCLUDING THOSE IN THE FIELD"
"2301",2330,"TO APPROVE A RESOLUTION DEMANDING THAT THE GOVERNMENT OF ISRAEL RESCIND THE ILLEGAL MEASURES TAKEN BY THE ISRAELI MILITARY OCCUPATION AUTHORITIES IN EXPELLING AND IMPRISONING THE MAYORS OF HEBRON AND HALHUL AND IN EXPELLING THE SHARIA JUDGE OF"
"2302",2331,"TO APPROVE A RESOLUTION CONDEMNING THE PERSISTENCE OF ISRAEL IN CHANGING THE PHYSICAL CHARACTER, DEMOGRAPHIC COMPOSITION, INSTITUTIONAL STRUCTURE AND LEGAL STATUS OF THE OCCUPIED SYRIAN ARAB GOLAN HEIGHTS."
"2303",2332,"TO APPROVE A RESOLUTION CONDEMNING ISRAELI POLICIES AND PRACTICES AGAINST PALESTINIAN STUDENTS AND FACULTY IN SCHOOLS, UNIVERSITIES AND OTHER EDUCATIONAL INSTITUTIONS IN THE OCCUPIED PALESTINIAN TERRITORIES, ESPECIALLY THE POLICY OF OPENING FIR"
"2304",2333,"TO APPROVE A RESOLUTION DEMANDING THAT ISRAEL INFORM THE SECRETARY-GENERAL OF THE RESULTS OF THE INVESTIGATIONS RELEVANT TO THE ASSASSINATION ATTEMPTS AGAINST THE MAYORS OF NABLUS, RAMALLAH AND AL BEIREH."
"2305",2334,"TO APPROVE A RESOLUTION APPROVING THE REPORT OF THE COMMITTEE ON INFORMATION AND ITS RECOMMENDATIONS AND AFFIRMING STRONG SUPPORT FOR THE UNITED NATIONS EDUCATIONAL, SCIENTIFIC AND CULTURAL ORGANIZATION AND FOR ITS EFFORTS TO PROMOTE THE ESTABL"
"2306",2335,"TO APPROVE A RESOLUTION DEMANDING THAT ISRAEL CEASE FORTHWITH IMPLEMENTATION OF ITS CANAL PROJECT LINKING THE MEDITERRANEAN SEA AND THE DEAD SEA."
"2307",2336,"TO APPROVE A RESOLUTION DENOUNCING ISRAEL FOR REFUSING TO ALLOW THE GROUP OF EXPERTS ON THE SOCIAL AND ECONOMIC IMPACT OF THE ISRAELI OCCUPATION ON THE LIVING CONDITIONS OF THE PALESTINIAN PEOPLE IN THE OCCUPIED ARAB TERRITORIES TO VISIT THE OC"
"2308",2337,"TO APPROVE A RESOLUTION REAFFIRMING THE IMPORTANCE OF THE GENERALIZED, NON-RECIPROCAL AND NON-DISCRIMINATORY SYSTEM OF PREFERENCES FOR EXPANSION AND DIVERSIFICATION OF THE EXPORT TRADE OF DEVELOPING COUNTRIES AND FOR ACCELERATION OF THE RATES O"
"2309",2338,"TO APPROVE A RESOLUTION EMPHASIZING THE RIGHT OF THE ARAB STATES AND PEOPLES WHOSE TERRITORIES ARE UNDER ISRAELI OCCUPATION TO FULL AND EFFECTIVE PERMANENT SOVEREIGNTY AND CONTROL OVER THEIR NATURAL RESOURCES, AND REAFFIRMING THAT ALL MEASURES"
"2310",2339,"TO APPROVE A RESOLUTION REAFFIRMING THE RIGHT OF LAND-LOCKED DEVELOPING COUNTRIES TO FREE ACCESS TO AND FROM THE SEA AND THEIR RIGHT TO FREEDOM OF PASSAGE."
"2311",2340,"TO APPROVE A RESOLUTION REITERATING SUPPORT FOR THE DEMAND F THE STATES AFFECTED BY THE IMPLANTATION OF MINES AND THE PRESENCE OF OTHER REMNANTS OF WAR ON THEIR LANDS FOR COMPENSATION FOR THE LOSSES INCURRED FROM THE STATES RESPONSIBLE FOR THOS"
"2312",2341,"TO ADOPT AN AMMENDMENT ON A RESOLUTION APPEALLING TO ALL MEMBER STATES TO PROVIDE THE NECESSARY ASSISTANCE TO THE GOVERNMENT OF CHAD TO ENABLE IT TO COME TO THE AID OF THE PEOPLE AFFECTED BY THE CIVIL WAR."
"2313",2342,"TO APPROVE A RESOLUTION REQUESTING THE SECRETARY-GENERAL TO CONTINUE TO TAKE THE NECESSARY STEPS TO STRENGTHEN THE MANAGEMENT OPERATIONS OF THE OFFICE OF THE UNITED NATIONS DISASTER RELIEF CO-ORDINATOR, AND CALLING UPON ALL STATES TO RESPOND PO"
"2314",2343,"TO APPROVE A RESOLUTION VIGOROUSLY CONDEMNING THE COLLABORATION OF CERTAIN WESTERN COUNTRIES, ISRAEL AND OTHER STATES WITH THE RACIST REGIME OF SOUTH AFRICA, PARTICULARLY IN THE POLITICAL, ECONOMIC, MILITARY AND NUCLEAR FIELDS, CONDEMNING THE R"
"2315",2344,"TO APPROVE A RESOLUTION STRONGLY CONDEMNING THE POLICY OF APARTHEID IN SOUTH AFRICA AND NAMIBIA AS THE MOST ABHORRENT FORM OF RACIAL DISCRIMINATION, AND CALLING UPON ALL MEMBER STATES TO ADOPT EFFECTIVE LEGISLATIVE, SOCIO-ECONOMIC AND OTHER NEC"
"2316",2345,"TO APPROVE A RESOLUTION CALLING UPON ALL STATES TO IMPLEMENT FULLY ARTICLE IV OF THE INTERNATIONAL CONVENTION ON THE SUPPRESSION AND PUNISHMENT OF THE CRIME OF APARTHEID BY ADOPTING LEGISLATIVE, JUDICIAL AND ADMINISTRATIVE MEASURES TO PROSECUTE"
"2317",2346,"TO APPROVE A RESOLUTION INVITING THE REGIONAL COMMISSIONS AND AGENCIES CONCERNED TO MAKE FURTHER EFFORTS WITH A VIEW TO PROMOTING THE COOPERATIVE MOVEMENT AS AN EFFECTIVE INSTRUMEMNT FOR THE IMPROVEMENT OF THE WELL-BEING OF THE POPULATION."
"2318",2347,"TO APPROVE A RESOLUTION INVITING MEMBER STATES TO GIVE SPECIAL ATTENTION IN THEIR NATIONAL DEVELOPMENT PLANS AND PROGRAMS TO THE SOCIAL ASPECTS OF DEVELOPMENT WITH A VIEW TO INCREASING THE WELL-BEING OF THE POPULATION ON THE BASIS OF ITS FULL P"
"2319",2348,"TO APPROVE A RESOLUTION INVITING MEMBER STATES TO INTENSIFY EFFORTS TO MAKE THEIR CRIMINAL JUSTICE SYSTEMS MORE RESPONSIVE TO CHANGING SOCIO-ECONOMIC CONDITIONS, THROUGH THE APPROPRIATE DEVELOPMENT OF INDIGENOUS FORMS OF SOCIAL CONTROL."
"2320",2349,"TO APPROVE A RESOLUTION CALLING UPON STATES TO ADOPT APPROPRIATE LEGISLATIVE, ADMINISTRATIVE AND OTHER MEASURES FOR THE IMPLEMENTATION AND THE ENJOYMENT BY YOUTH OF HUMAN RIGHTS, PARTICULARLY THE RIGHT TO EDUCATION AND TO WORK AIMED AT SOLVING"
"2321",2350,"TO APPROVE A RESOLUTION STRESSING THE IMPORTANCE OF THE IMPLEMENTATION BY ALL STATES OF THE PROVISIONS AND PRINCIPLES CONTAINED IN THE DECLARATION ON THE USE OF SCIENTIFIC AND TECHNOLOGICAL PROGRESS IN THE INTERESTS OF PEACE AND FOR THE BENEFIT"
"2322",2351,"TO APPROVE A RESOLUTION REAFFIRMING THAT IT IS OF PARAMOUNT IMPORTANCE FOR THE PROMOTION OF HUMAN RIGHTS AND FUNDEMENTAL FREEDOMS THAT MEMBER STATES SHOULD UNDETAKE SPECIFIC OBLIGATIONS THROUGH ACCESSION TO, OR RATIFICATION OF, INTERNATIONAL IN"
"2323",2352,"TO APPROVE A RESOLUTION DECIDING TO EXTEND THE MANDATE OF THE UNITED NATIONS TRUST FUND FOR CHILE IN ORDER TO MAKE IT CAPABLE OF RECEIVING VOLUNTARY CONTRIBUTIONS FOR DISTRIBUTION AS HUMANITARIAN, LEGAL AND FINANCIAL AID TO INDIVIDUALS WHOSE HU"
"2324",2353,"TO APPROVE A RESOLUTION REITERATING AN APPEAL TO ALL STATES TO ABSTAIN FROM INTERVENING IN THE INTERNAL SITUATION IN EL SALVADOR AND TO SUSPEND ALL SUPPLIES OF ARMS AND ANY TYPE OF MILITARY SUPPORT, SO AS TO ALLOW THE POLITICAL FORCES IN THAT C"
"2325",2354,"TO APPROVE A RESOLUTION REITERATING GRAVE CONCERN AT THE PERSISTENCE AND, IN SOME RESPECTS, THE DETERIORATION OF THE HUMAN RIGHTS SITUATION IN CHILE."
"2326",2355,"TO APPROVE A RESOLUTION URGING MOROCCO AND THE FRENTE POPULAR PARA LA LIBERACION DE SANGUIA EL-HAMRA Y DE RIO DE ORO TO ENTER INTO NEGOTIATIONS WITH A VIEW TO ESTABLISHING AN IMMEDIATE CEASE-FIRE AND CONCLUDING A PEACE AGREEMENT PERMITTING THE"
"2327",2356,"TO APPROVE A RESOLUTION REAFFIRMING THAT, IN THE ABSENCE OF A DECISION BY THE GENERAL ASSEMBLY THAT A NON-SELF-GOVERNING TERRITORY HAS ATTAINED A FULL MEASURE OF SELF-GOVERNMENT, THE ADMINISTERING POWER SHOULD CONTINUE TO TRANSMIT INFORMATION U"
"2328",2357,"TO APPROVE A RESOLUTION CALLING UPON PORTUGAL, AS THE ADMINISTERING POWER, AND THE REPRESENTATIVES OF THE EAST TIMORESE PEOPLE, AS WELL AS INDONESIA, TO COOPERATE FULLY WITH THE UNITED NATIONS WITH A VIEW TO GUARANTEEING THE FULL EXERCISE OF TH"
"2329",2358,"TO APPROVE A RESOLUTION CALLING UPON ALL STATES, PARTICULARLY THE UNITED KINGDOM, THE UNITED STATES, THE FEDERAL REPUBLIC OF GERMANY, FRANCE, JAPAN, BELGIUM, ISRAEL AND ITALY, TO TAKE URGENT, EFFECTIVE MEASURES TO TERMINATE ALL COLLABORATION  W"
"2330",2359,"TO APPROVE A RESOLUTION DEEPLY DEPLORING THE PERSISTENT COLLABORATION BETWEEN THE INTERNATINAL MONETARY FUND AND SOUTH AFRICA, CALLING UPON THE IMF TO PUT AN END TO SUCH COLLABORATION, AND URGING THE SPECIALIZED AGENCIES AND OTHER ORGANIZATIONS"
"2331",2360,"TO APPROVE A RESOLUTION DECIDING TO APPROPRIATE TO THE SPECIAL ACCOUNT $15,974,000 FOR THE OPERATION OF THE UNITED NATIONS DISENGAGEMENT OBSERVER FORCE FOR THE PERIOD FROM 1 DECEMBER,1981 THROUGH 31 MAY,1982."
"2332",2361,"TO APPROVE A RESOLUTION DECIDING THAT PROVISIONS OF REGULATIONS 5.2(B), 5.2(D), 4.3 AND 4.4 OF THE FINACIAL REGULATIONS FOF THE UNITED NATIONS SHALL BE SUSPENDED IN RESPECT OF THE AMOUNT OF $2,694,446, TO BE USED TO SUPPORT THE UNITED NATIONS E"
"2333",2362,"TO APPROVE A RESOLUTION WELCOMING THE UNDERSTANDING THAT AS FROM 1 JULY, 1982 CHINA WILL CONTRIBUTE ITS SHARE OF ASSUMED EXPENSES FOR THE UNITED NATIONS DISENGAGEMENT OBSERVER FORCE AND THE UNITED NATIONS INTERIM FORCE IN LEBANON."
"2334",2363,"TO APPROVE A RESOLUTION DECIDING TO ACCEPT THE RECOMMENDATINS OF THE ADVISORY COMMITTEE ON ADMINISTRATIVE AND BUDGETRAY QUESTIONS THAT THE WORKING CAPITAL FUND FOR THE BIENNIUM 1982-1983 BE ESTABLISHED AT $100 MILLION."
