"","X","short"
"1872",1899,"REPRESSION OF AFRICANS"
"1873",1900,"DECOLONIZATION, INFORMATION"
"1874",1901,"NAMIBIA, SOUTH AFRICA SANCTIONS"
"1875",1902,"SOUTH AFRICA, COMPLIANCE"
"1876",1903,"NAMIBIA, U.N. COUNCIL"
"1877",1904,"MOBILIZATION AGAINST APARTHEID"
"1878",1905,"MEMORY OF OPPOSITION LEADERS"
"1879",1906,"SOUTH AFRICA, ISRAEL"
"1880",1907,"SOUTH AFRICA, OIL EMBARGO"
"1881",1908,"SOUTH AFRICA, NUCLEAR WEAPONS"
"1882",1909,"SOUTH AFRICA, ECONOMIC ISOLATION"
"1883",1910,"APARTHEID, INFORMATION"
"1884",1911,"APARTHEID, CENTRE AGAINST"
"1885",1912,"SOUTH AFRICA, ASSISTANCE TO OPPOSITION"
"1886",1913,"APARTHEID, CONVENTION"
"1887",1914,"SOUTH AFRICA, MILITARY COLLABORATION"
"1888",1915,"APARTHEID, SPORTS"
"1889",1916,"SOUTH AFRICA, FOREIGN INVESTMENTS"
"1890",1917,"NUCLEAR NON-PROLIFERATION REPORT"
"1891",1918,"DISARMAMENT NEGOTIATIONS"
"1892",1919,"DENUCLEARIZATION, AFRICA"
"1893",1920,"DENUCLEARIZATION, MIDDLE EAST"
"1894",1921,"DENUCLEARIZATION, SOUTH ASIA"
"1895",1922,"DISARMAMENT, WEAPONS INNOVATION"
"1896",1923,"PROHIBITION, NUCLEAR TESTING"
"1897",1924,"MILITARY BUDGETING"
"1898",1925,"INDIAN OCEAN, ZONE OF PEACE"
"1899",1926,"ISRAEL, MILITARY ASSISTANCE"
"1900",1927,"NON-USE OF NUCLEAR WEAPONS, REPORT"
"1901",1928,"COMPREHENSIVE TEST-BAN-TREATY"
"1902",1929,"SALT II TALKS"
"1903",1930,"INTERNATIONAL SATELLITE MONITORING AGENCY"
"1904",1931,"DISARMAMENT, NUCLEAR THREATS"
"1905",1932,"DISARMAMENT, EFFECTIVE AGREEMENTS"
"1906",1933,"ESTABLISHMENT OF A PEACE"
"1907",1934,"INTERFERENCE, INTERNAL AFFAIRS"
"1908",1935,"SELF-DETERMINATION, CHAPTER VII"
"1909",1936,"NICARAGUA"
"1910",1937,"CONFIDENCE-BUILDING"
"1911",1938,"U.S-SOVIET DISARMAMENT NEGOTIATIONS"
"1912",1939,"NUCLEAR WEAPONS EFFECTS STUDY"
"1913",1940,"DISARMAMENT, REGIONAL STUDY"
"1914",1941,"NUCLEAR DEPLOYMENT"
"1915",1942,"DISARMAMENT, INFORMATION"
"1916",1943,"FISSIONABLE MATERIAL"
"1917",1944,"U.N. WAR FILM"
"1918",1945,"UNRWA"
"1919",1946,"PALESTINE, DISPLACED PERSONS"
"1920",1947,"PALESTINE, DISPLACED PERSONS"
"1921",1948,"PALESTINE, DISPLACED PERSONS"
"1922",1949,"ISRAEL, GENEVA CONVENTION"
"1923",1950,"ISRAEL, SETTLEMENTS"
"1924",1951,"ISRAEL, ANNEXATIONS"
"1925",1952,"PEACEKEEPING, SUPPORT"
"1926",1953,"AMENDMENTS, G.A. RULES 31, 38"
"1927",1954,"LAND-LOCKED COUNTRIES"
"1928",1955,"DESERTIFICATION"
"1929",1956,"PALESTINE, ECONOMIC EFFECTS"
"1930",1957,"REAL RESOURCES"
"1931",1958,"CAPITAL MARKETS, ACCESS"
"1932",1959,"PALESTINE, ECONOMIC IMPROVEMENT"
"1933",1960,"LAND-LOCKED TRANSIT INFRASTRUCTURE"
"1934",1961,"REVERSE TRANSFER OF TECHNOLOGY"
"1935",1962,"INFLATION"
"1936",1963,"DEBT PROBLEM SOLUTIONS"
"1937",1964,"PROTECTIONISM"
"1938",1965,"TRADE NEGOTIATIONS"
"1939",1966,"SOUTH AFRICA, REGIME EFFECTS"
"1940",1967,"SELF-DETERMINATION, HUMAN RIGHTS"
"1941",1968,"STRUCTURAL CHANGES"
"1942",1969,"ART RESTITUTION"
"1943",1970,"HUMAN RIGHTS, MENTAL HEALTH"
"1944",1971,"SOUTHERN AFRICA, ECONOMIC ISOLATION"
"1945",1972,"RACISM, ELIMINATION"
"1946",1973,"RACISM, ELIMINATION"
"1947",1974,"APARTHEID, COMMISSION ON H.R."
"1948",1975,"RELIGIOUS INTOLERANCE"
"1949",1976,"MIGRANT WORKERS"
"1950",1977,"CYPRUS, MISSING PERSONS"
"1951",1978,"HUMAN RIGHTS, CHILE"
"1952",1979,"HUMAN RIGHTS, CHILE"
"1953",1980,"HUMAN RIGHTS, CHILE, AD HOC COMMITTEE"
"1954",1981,"EQUALITY OF WOMEN"
"1955",1982,"WESTERN SAHARA"
"1956",1983,"WESTERN SAHARA"
"1957",1984,"BELIZE, SELF-DETERMINATION"
"1958",1985,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"1959",1986,"SOUTHERN RHODESIA"
"1960",1987,"SOUTHERN RHODESIA, SANCTIONS"
"1961",1988,"EAST TIMOR, SELF-DETERMINATION"
"1962",1989,"NAMIBIA, SOUTH AFRICA"
"1963",1990,"INDEPENDENCE, IMPLEMENTATION"
"1964",1991,"U.N. EMERGENCY FORCE"
"1965",1992,"U.N. EMERGENCY FORCE"
"1966",1993,"FUNDING, PEACEKEEPING"
"1967",1994,"U.N. EMERGENCY FORCE"
"1968",1995,"U.N. EMERGENCY FORCE"
"1969",1996,"LEBANON, INTERM FORCE"
"1970",1997,"ORGANIZATIONAL NOMENCLATURE REOFRMS"
"1971",1998,"U.N. FINANCIAL REGULATIONS"
"1972",1999,"INTERNATIONAL COMPUTING CENTER"
"1973",2000,"COMPENSATION, U.N. OFFICIALS"
"1974",2001,"CALEDAR OF CONFERENCES"
"1975",2002,"U.N. SHORTWAVE BROADCASTS"
"1976",2003,"HONORARIA MEMBERS"
"1977",2004,"UPGRADING OF POSITIONS"
"1978",2005,"CONSULTANT EXPENDITURE"
"1979",2006,"MEDIUM-TERM COURSE OF ACTION"
"1980",2007,"PENSIONS"
"1981",2008,"BENEFITS IN PAYMENT"
"1982",2009,"PENSIONS, CORPORATIONS"
"1983",2010,"SELECTION OF PERSONNEL"
"1984",2011,"BUDGET, 1978-1979"
"1985",2012,"BUDGET, 1978-1979"
"1986",2013,"VIENNA INTERNATIONAL CENTER"
"1987",2014,"OBSOLETE ACTIVITIES"
"1988",2015,"BUDGET, 1978-1979"
"1989",2016,"BUDGET, 1978-1979"
"1990",2017,"BUDGET, 1979"
"1991",2018,"LAW OF THE SEA"
"1992",2019,"DISASTER RELIEF"
"1993",2020,"HUMAN SETTLEMENTS"
"1994",2021,"COMMODITIES, PROGRAM"
"1995",2022,"DELEGATE FACILITIES"
"1996",2023,"NON-USE OF FORCE"
"1997",2024,"NON-USE OF FORCE"
"1998",2025,"CREDENTIALS COMMITTEE, REPORT"
"1999",2026,"KAMPUCHEA, HUMANITARIAN RELIEF"
"2000",2027,"CYPRUS"
"2001",2028,"MIDDLE EAST PEACE"
"2002",2029,"CAMP DAVID ACCORDS"
"2003",2030,"PALESTINE, INALIENABLE RIGHTS"
"2004",2031,"PALESTINE, INALIENABLE RIGHTS"
"2005",2032,"COMOROS, MAYOTTE"
"2006",2033,"ISRAEL, OCCUPIED TERRIROTIES"
"2007",2034,"NAMIBIA, SOUTH AFRICA"
"2008",2035,"NAMIBIA, SOUTH AFRICA"
"2009",2036,"NAMIBIA, U.N. MEMBERSHIP"
"2010",2037,"NAMIBIA, SELF-DETERMINATION"
"2011",2038,"NAMIBIA, SOUTH AFRICA"
"2012",2039,"SOUTH AFRICA, RACIST REGIME"
"2013",2040,"SOUTH AFRICA, SANCTIONS"
"2014",2041,"SOUTH AFRICA, MILITARY COLLABORATION"
"2015",2042,"SOUTH AFRICA, NUCLEAR COLLABORATION"
"2016",2043,"SOUTH AFRICA, OIL EMBARGO"
"2017",2044,"SOUTH AFRICA, AID"
"2018",2045,"APARTHEID, INFORMATION"
"2019",2046,"APARTHEID, INFORMATION"
"2020",2047,"APARTHEID, SPORTS"
"2021",2048,"SOUTH AFRICA, ISRAEL"
"2022",2049,"SOUTH AFRICA, FOREIGN INVESTMENTS"
"2023",2050,"APARTHEID, COMMITTEE"
"2024",2051,"INDEPENDENCE, IMPLEMENTATION"
"2025",2052,"DECOLONIZATION, INFORMATION"
"2026",2053,"SOUTHERN RHODESIA, SANCTIONS"
"2027",2054,"PROHIBITION, NUCLEAR TESTING"
"2028",2055,"SOUTH AFRICA, NUCLEAR WEAPONS"
"2029",2056,"DENUCLEARIZATION, MIDDLE EAST"
"2030",2057,"DENUCLEARIZATION, SOUTH ASIA"
"2031",2058,"INDIAN OCEAN, ZONE OF PEACE"
"2032",2059,"INDIAN OCEAN, COMMITTEE"
"2033",2060,"DISARMAMENT, PRIORITY QUESTIONS"
"2034",2061,"INTERNATIONAL SATELLITE MONITORING AGENCY"
"2035",2062,"NUCLEAR NON-USE"
"2036",2063,"CESSATION, ARMS RACE"
"2037",2064,"DISARMAMENT, INTERNATIONAL AGREEMENTS"
"2038",2065,"DISARMAMENT, INTERNATIONAL AGREEMENTS"
"2039",2066,"DISARMAMENT, INTERNATIONAL AGREEMENTS"
"2040",2067,"NUCLEAR DEPLOYMENT"
"2041",2068,"FISSIONABLE MATERIAL"
"2042",2069,"DISARMAMENT, INSTITUTIONAL REQUIREMENTS"
"2043",2070,"NUCLEAR WEAPONS STATES, RESPONSIBILITY"
"2044",2071,"ISRAEL, NUCLEAR ARMAMENTS"
"2045",2072,"SOVEREIGNTY, THREATS"
"2046",2073,"INTERVENTION, INTERNATIONAL AFFAIRS"
"2047",2074,"CONDEMNATION, REPRESSIVE ACTS"
"2048",2075,"ISRAEL, DEPORTATION ORDERS"
"2049",2076,"PALESTINE, REFUGEES"
"2050",2077,"PALESTINE, SCHOLARSHIPS, GRANTS"
"2051",2078,"ISRAEL, REFUGEE RETURN"
"2052",2079,"GAZA STRIP, REFUGEES"
"2053",2080,"ISRAEL, GENEVA CONVENTION"
"2054",2081,"ISRAEL, GENEVA CONVENTION"
"2055",2082,"ISRAEL, VALIDITY OF ACTIONS"
"2056",2083,"MADAGASCAR, DISPUTED ISLANDS"
"2057",2084,"DISASTER RELIEF FUND"
"2058",2085,"PALESTINE, LIVING CONDITIONS"
"2059",2086,"PALESTINE, RESOLUTION IMPLEMENTATION"
"2060",2087,"PALESTINE, RESOURCES"
"2061",2088,"DESERTIFICATION"
"2062",2089,"INFLATION"
"2063",2090,"LAND-LOCKED COUNTRIES"
"2064",2091,"TARIFF BARRIERS, ELIMINATION"
"2065",2092,"LAND-LOCKED COUNTRIES, FUND"
"2066",2093,"DEVELOPMENT STRATEGY"
"2067",2094,"MONETARY SYSTEM REFORM"
"2068",2095,"SOUTHERN AFRICA, ECONOMIC ISOLATION"
"2069",2096,"APARTHEID, CONVENTION"
"2070",2097,"SELF-DETERMINATION"
"2071",2098,"HUMAN RIGHTS, IMPLEMENTATION"
"2072",2099,"CENTER ON HUMAN RIGHTS"
"2073",2100,"HUMAN RIGHTS, HIGH COMMISSIONER"
"2074",2101,"STATUS OF WOMEN"
"2075",2102,"PALESTINIAN WOMEN"
"2076",2103,"MIGRANT WORKERS"
"2077",2104,"CHILE, TRUST FUND"
"2078",2105,"HUMAN RIGHTS, CHILE"
"2079",2106,"DISCRIMINATION AGAINST WOMEN"
"2080",2107,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"2081",2108,"WESTERN SAHARA"
"2082",2109,"BELIZE, SELF-DETERMINATION"
"2083",2110,"EAST TIMOR, SELF-DETERMINATION"
"2084",2111,"SELF-DETERMINATION"
"2085",2112,"FREEDOM FIGHTERS, ASSISTANCE"
"2086",2113,"SCALE OF ASSESSMENTS"
"2087",2114,"DISENGAGEMENT OBSERVER FORCE"
"2088",2115,"U.N. EMERGENCY FORCE"
"2089",2116,"DISENGAGEMENT OBSERVER FORCE"
"2090",2117,"GAOR-33-13E PROVISIONS"
"2091",2118,"LEBANON, INTERM FORCE"
"2092",2119,"LEBANON, INTERM FORCE"
"2093",2120,"LEBANON, INTERM FORCE"
"2094",2121,"LEBANON, INTERM FORCE"
"2095",2122,"INTERNATIONAL CIVIL SERVICE"
"2096",2123,"GOVERNMENT REIMBURSEMENT"
"2097",2124,"PERSONNEL REPRESENTATION"
"2098",2125,"STAFF PARTICIPATION REPORT"
"2099",2126,"U.N. JOINT PENSION FUND"
"2100",2127,"U.N. JOINT PENSION FUND"
"2101",2128,"U.N. JOINT PENSION FUND"
"2102",2129,"GAOR-33-205A APPROPROATIONS"
"2103",2130,"INCOME ESTIMATES"
"2104",2131,"INDUSTRIAL DEVELOPMENT, 1980-1981"
"2105",2132,"HUMAN SETTLEMENTS"
"2106",2133,"U.N. BUDGET, 1980-1981"
"2107",2134,"U.N. BUDGET, 1980"
"2108",2135,"U.N. BUDGET, 1980-1981"
"2109",2136,"WORKING CAPITAL FUND"
"2110",2137,"INFORMATION SYSTEM"
"2111",2138,"U.N. INTERNATIONAL SCHOOL"
"2112",2139,"U.N. ACCOMODATION, NAIROBI"
"2113",2140,"INTERNATIONAL CIVIL SERVICE"
"2114",2141,"TRAVEL, REPRESENTITIVES"
"2115",2142,"PROHIBITION, USE OF FORCE"
"2116",2143,"RACIST REGIMES"
"2117",2144,"CHARTER COMMITTEE"
"2118",2145,"INTERNATIONAL ECONOMIC ORDER"
"2119",2146,"COMPREHENSIVE TEST-BAN-TREATY"
"2120",2147,"TRAVEL ASSISTANCE"
"2121",2148,"KAMPUCHEA"
"2122",2149,"PRESERVING NATURE"
"2123",2150,"AFGHANISTAN, SELF-DETERMINATION"
"2124",2151,"COMOROS, MAYOTTE"
"2125",2152,"APARTHEID, LEGALITY"
"2126",2153,"COLONIZATION, LEGALITY"
"2127",2154,"DECOLONIZATION, INFORMATION"
"2128",2155,"INTERFERENCE, INTERNAL AFFAIRS"
"2129",2156,"MIDDLE EAST PEACE"
"2130",2157,"PALESTINE, RIGHTS COMMITTEE"
"2131",2158,"PALESTINE, RIGHTS COMMITTEE"
"2132",2159,"PALESTINE, RIGHTS, COMMITTEE"
"2133",2160,"JERUSALEM"
"2134",2161,"SOUTH AFRICA, OPPRESSED PEOPLE"
"2135",2162,"NUCLEAR COLLABORATION"
"2136",2163,"SOUTH AFRICA, SEVERING OF TIES"
"2137",2164,"SOUTH AFRICA, OIL EMBARGO"
"2138",2165,"SOUTH AFRICA, SEVERING OF TIES"
"2139",2166,"SOUTH AFRICA, ECONOMIC ISOLATION"
"2140",2167,"CAMPAIGN AGAINST APARTHEID"
"2141",2168,"SOUTH AFRICA, ISRAEL"
"2142",2169,"SOUTH AFRICA, SANCTIONS CONFERENCE"
"2143",2170,"SOUTH AFRICA, ASSISTANCE TO OPPOSITION"
"2144",2171,"APARTHEID, SPORTS"
"2145",2172,"SOUTH AFRICA, ASSISTANCE TO OPPOSITION"
"2146",2173,"SOUTH AFRICA, S.C. SANCTIONS"
"2147",2174,"APARTHEID, COMMITTEE"
"2148",2175,"SOUTH AFRICA, ECONOMIC ISOLATION"
"2149",2176,"ISRAEL, OCCUPIED TERRIROTIES"
"2150",2177,"MILITARY EXPENDITURE REPORTS"
"2151",2178,"DENUCLEARIZATION, LATIN AMERICA"
"2152",2179,"CHEMICAL, BIOLOGICAL WEAPONS"
"2153",2180,"PROHIBITION, NUCLEAR TESTING"
"2154",2181,"PROHIBITION, NUCLEAR TESTING"
"2155",2182,"SOUTH AFRICA, NUCLEAR WEAPONS"
"2156",2183,"DENUCLEARIZATION, AFRICA"
"2157",2184,"DENUCLEARIZATION, SOUTH ASIA"
"2158",2185,"WEAPONS OF MASS-DESTRUCTION"
"2159",2186,"DISARMAMENT, ARMS RACE"
"2160",2188,"NUCLEAR NON-USE"
"2161",2189,"ARMAMENT LIMITATIONS"
"2162",2190,"WORLD DISARMAMENT CAMPAIGN"
"2163",2191,"DISARMAMENT, NEGOTIATIONS"
"2164",2192,"NUCLEAR NON-USE"
"2165",2193,"NUCLEAR NON-USE"
"2166",2194,"DISARMAMENT, ARMS RACE"
"2167",2195,"NUCLEAR DEPLOYMENT"
"2168",2196,"ARMS RACE, DANGERS"
"2169",2197,"FISSIONABLE MATERIAL"
"2170",2198,"DISARMAMENT, COMMITTEE"
"2171",2200,"INTERFERENCE, INTERNAL AFFAIRS"
"2172",2201,"PALESTINE, RELIEF"
"2173",2202,"PALESTINE, SCHOLARSHIPS AND GRANTS"
"2174",2203,"ISRAEL, OCCUPIED TERRITORIES"
"2175",2204,"GAZA STRIP, REFUGEES"
"2176",2205,"ISRAEL, GENEVA CONVENTION"
"2177",2206,"PALESTINE, CHANGES IN STATUS"
"2178",2207,"HUMAN RIGHTS, OCCUPIED TERRITORIES"
"2179",2208,"HEBRON, SHARIA JUDGE"
"2180",2209,"ISRAEL, GOLAN HEIGHTS"
"2181",2210,"ISRAEL, GENEVA CONVENTION"
"2182",2211,"MADAGASCAR, DISPUTED ISLANDS"
"2183",2212,"RACIST REGIMES"
"2184",2213,"GLOBAL DEVELOPMENT"
"2185",2214,"LAND LOCKED COUNTRIES, TRANSIT"
"2186",2215,"TRANSPORTATION, GOODS"
"2187",2216,"PALESTINE, LIVING CONDITIONS"
"2188",2217,"APARTHEID, CONVENTION"
"2189",2218,"USE OF SCIENCE, TECHNOLOGY"
"2190",2219,"MENTAL HEALTH"
"2191",2220,"WOMEN, DECADE FOR"
"2192",2221,"INTERNATIONAL ECONOMIC ORDER"
"2193",2222,"HUMAN RIGHTS, BOLIVIA"
"2194",2223,"CHILE, POLITICAL DISAPPEARENCES"
"2195",2224,"CHILE, TRUST FUND"
"2196",2225,"HUMAN RIGHTS, EL SALVADOR"
"2197",2226,"MIGRANT WORKERS"
"2198",2227,"RACIAL INTOLERANCE"
"2199",2228,"BELIZE, SELF-DETERMINATION"
"2200",2229,"TRANSFER OF POWER, TRUST TERRITORIES"
"2201",2230,"EAST TIMOR, SELF-DETERMINATION"
"2202",2231,"SOUTH AFRICA, ECONOMIC ISOLATION"
"2203",2232,"INDEPENDENCE MOVEMENTS"
"2204",2233,"SUBSIDARY ORGANS"
"2205",2234,"TROOP CONTRIBUTION PAYMENTS"
"2206",2235,"DISENGAGEMENT OBSERVER FORCE"
"2207",2236,"DISENGAGEMENT OBSERVER FORCE"
"2208",2237,"U.N. FINANCES"
"2209",2238,"LEBANON, INTERM FORCE"
"2210",2239,"LEBANON, INTERM FORCE"
"2211",2240,"INTERNATIONAL CIVIL SERVICE"
"2212",2241,"INTERNATIONAL CIVIL SERVICE"
"2213",2242,"ACCOMODATION, SANTIAGO"
"2214",2243,"HONORARIA PAYMENTS"
"2215",2244,"ICJ, SALARY"
"2216",2245,"ACCOMODATION, NAIROBI"
"2217",2246,"LANGUAGE POSTS, RECLASSIFICATION"
"2218",2247,"NON-USE OF FORCE"
"2219",2248,"CHARTER COMMITTEE"
"2220",2249,"PRINCIPLES, NORMS, INTERNATIONAL LAW"
"2221",2250,"LIBERATION MOVEMENTS, DELEGATIONS"
"2222",2251,"ADMISSION BELIZE"
"2223",2252,"KAMPUCHEA"
"2224",2253,"DISARMAMENT, ARMS RACE"
"2225",2254,"NON-INTERFERENCE, NUCLEAR SITES"
"2226",2255,"ISRAEL, ACTION AGAINST IRAQ"
"2227",2256,"AFGHANISTAN, SELF-DETERMINATION"
"2228",2257,"INTERNATIONAL LAW COMMISSION"
"2229",2258,"SELF-DETERMINATION, STRUGGLE FOR"
"2230",2259,"DECOLONIZATION, INFORMATION"
"2231",2260,"COMOROS, MAYOTTE"
"2232",2261,"PALESTINE, RIGHTS"
"2233",2262,"PALESTINE, RIGHTS"
"2234",2263,"PALESTINE, CONFERENCE"
"2235",2264,"MIDDLE EAST PEACE"
"2236",2265,"JERUSALEM"
"2237",2266,"PLO PARTICIPATION"
"2238",2267,"NAMIBIA, SELF-DETERMINATION"
"2239",2268,"NAMIBIA, SELF-DETERMINATION"
"2240",2269,"NAMIBIA, SELF-DETERMINATION"
"2241",2270,"NAMIBIA, U.N. MEMBERSHIP"
"2242",2271,"NAMIBIA, INFORMATION"
"2243",2272,"NAMIBIA, FUND"
"2244",2273,"SOUTH AFRICA, AGGRESSION"
"2245",2274,"SOUTH AFRICA, PARIS DECLARATION"
"2246",2275,"SOUTH AFRICA, AGGRESSION"
"2247",2276,"SOUTH AFRICA, SANCTIONS CONFERENCE"
"2248",2277,"SOUTH AFRICA, NUCLEAR COLLABORATION"
"2249",2278,"SOUTH AFRICA, CESSASION OF RELATIONS"
"2250",2279,"SOUTH AFRICA, OIL EMBARGO"
"2251",2280,"SOUTH AFRICA, SANCTIONS"
"2252",2281,"APARTHEID, SPORTS"
"2253",2282,"APARTHEID, WOMEN AND CHILDREN"
"2254",2283,"SOUTH AFRICA, NGO COLLABORATION"
"2255",2284,"SOUTH AFRICA, ISRAEL"
"2256",2285,"APARTHEID, COMMITTEE"
"2257",2286,"SOUTH AFRICA, ECONOMIC ISOLATION"
"2258",2287,"LEBANON, ISRAELI BOMBING"
"2259",2288,"ISRAEL, GOLAN HEIGHTS"
"2260",2289,"DISARMAMENT, NUCLEAR TESTING"
"2261",2290,"SOUTH AFRICA, NUCLEAR WEAPONS"
"2262",2291,"DENUCLEARIZATION, AFRICA"
"2263",2292,"DENUCLEARIZATION, MIDDLE EAST"
"2264",2293,"DENUCLEARIZATION, SOUTH ASIA"
"2265",2294,"WEAPONS OF MASS-DESTRUCTION"
"2266",2295,"WORLD DISARMAMENT CAMPAIGN"
"2267",2296,"DISARMAMENT, NEGOTIATION HINDERANCE"
"2268",2297,"CESSATION, NUCLEAR PRODUCTION"
"2269",2298,"DISARMAMENT, COMPREHENSIVE PROGRAM"
"2270",2299,"DISARMAMENT, UNIVERSALITY"
"2271",2300,"NUCLEAR WEAPONS, CHARTER VIOLATION"
"2272",2301,"DISARMAMENT, WORLD VIEWS"
"2273",2302,"DISARMAMENT, NUCLEAR"
"2274",2303,"NON-NUCLEAR STATES"
"2275",2304,"NON-NUCLEAR STATES"
"2276",2305,"DISARMAMENT, CHEMICAL WEAPONS"
"2277",2306,"DISARMAMENT, CHEMICAL WEAPONS"
"2278",2307,"DISARMAMENT, CHEMICAL WEAPONS"
"2279",2308,"DISARMAMENT, ARMS RACE"
"2280",2309,"ARMS RACE, OUTER SPACE"
"2281",2310,"NUCLEAR DEPLOYMENT"
"2282",2311,"FISSIONABLE MATERIAL"
"2283",2312,"DISARMAMENT, COMMITTEE"
"2284",2313,"DISARMAMENT, DETERRENCE"
"2285",2314,"ISRAEL, ACTION AGAINST IRAQ"
"2286",2315,"ARMS RACE, OUTER SPACE"
"2287",2316,"NUCLEAR WEAPONS, FIRST USE"
"2288",2317,"DISARMAMENT, D?Ã«TENTE"
"2289",2318,"INTERFERENCE, INTERNAL AFFAIRS"
"2290",2319,"PEACE DECLARATION"
"2291",2320,"JERUSALEM"
"2292",2321,"PALESTINE, REFUGEES"
"2293",2322,"PALESTINE, RIGHT OF RETURN"
"2294",2323,"ISRAEL, ARAB PROPERTY"
"2295",2324,"PALESTINE, REFUGEES"
"2296",2325,"JERUSALEM, UNIVERSITY"
"2297",2326,"PALESTINE, SCHOLARSHIPS AND GRANTS"
"2298",2327,"ISRAEL, GENEVA CONVENTION"
"2299",2328,"ISRAEL, OCCUPIED TERRITORIES"
"2300",2329,"ISRAEL, RECOGNITION OF ACTIONS"
"2301",2330,"ISRAEL, HEBRON, HALHUL"
"2302",2331,"ISRAEL, GOLAN HEIGHTS"
"2303",2332,"ISRAEL, VIOLENCE AGAINST STUDENTS"
"2304",2333,"ISRAEL, ASSASSINATION ATTEMPTS"
"2305",2334,"NEW WORLD COMMUNICATION ORDER"
"2306",2335,"ISRAEL, CANAL PROJECT"
"2307",2336,"ISRAEL, SOCIAL AND ECONOMIC IMPACTS"
"2308",2337,"TERMS OF TRADE"
"2309",2338,"PALESTINE, SELF-DETERMINATION"
"2310",2339,"LAND LOCKED COUNTRIES, TRANSIT"
"2311",2340,"MINES, AFFECTS"
"2312",2341,"CHAD, ASSISTANCE"
"2313",2342,"DISASTER RELIEF"
"2314",2343,"SOUTH AFRICA, ISRAEL"
"2315",2344,"APARTHEID, CONDEMNATION"
"2316",2345,"APARTHEID, CONVENTION"
"2317",2346,"WELL-BEING OF POPULATIONS"
"2318",2347,"WELL-BEING OF POPULATIONS"
"2319",2348,"CRIMINAL JUSTICE SYSTEMS"
"2320",2349,"HUMAN RIGHTS, YOUTH"
"2321",2350,"USE OF SCIENCE, TECHNOLOGY"
"2322",2351,"HUMAN RIGHTS, PROMOTION"
"2323",2352,"CHILE, TRUST FUND"
"2324",2353,"EL SALVADOR, INTERNAL INTERVENTION"
"2325",2354,"HUMAN RIGHTS, CHILE"
"2326",2355,"WESTERN SAHARA, NEGOTIATIONS"
"2327",2356,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"2328",2357,"EAST TIMOR, SELF-DETERMINATION"
"2329",2358,"SOUTH AFRICA, ISOLATION"
"2330",2359,"SOUTH AFRICA, IMF COLLABORATION"
"2331",2360,"DISENGAGEMENT OBSERVER FORCE"
"2332",2361,"U.N. EMERGENCY FORCE"
"2333",2362,"CHINESE CONTRIBUTION, FORCE IN LEBANON"
"2334",2363,"WORKING CAPITAL FUND, 1982-1983"
"2335",2364,"CONTRIBUTIONS"
"2336",2365,"ARREST OF U.N. STAFF"
"2337",2366,"FINAL BUDGET, 1980-1981"
"2338",2367,"INCOME ESTIMATES"
"2339",2368,"SECURITY SPENDING"
"2340",2369,"TRANSLATOR TRAINING PROGRAM"
"2341",2370,"U.N. ACCOMODATION, NAIROBI"
"2342",2371,"U.N. HIGH COMMISSIONER, REFUGEES"
"2343",2372,"LANGUAGE TRAINING PROGRAM"
"2344",2373,"INFORMATION SYSTEM UNIT"
"2345",2374,"BUDGET, 1982-1983"
"2346",2375,"BUDGET, 1982"
"2347",2376,"BUDGET, PEACE AND SECURITY"
"2348",2377,"WORKING CAPITAL FUND, 1982-1983"
"2349",2378,"NON-USE OF FORCE, COMMITTEE"
"2350",2379,"INTERNATIONAL LAW, COMMISSION"
"2351",2380,"INTERNATIONAL LAW, STUDY"
"2352",2381,"METHODS OF TREATY MAKING"
"2353",2382,"QUESTIONS OF PEACE, SECURITY"
"2354",2383,"INTERNATIONAL CIVIL SERVICE"
"2355",2384,"HUMAN RIGHTS, GUATEMALA"
"2356",2385,"SOUTH AFRICA, DEATH SENTENCES"
"2357",2386,"SOUTH AFRICA, IMF COLLABORATION"
"2358",2387,"DISPUTE SETTLEMENT, INTERNATIONAL LAW"
"2359",2388,"KAMPUCHEA"
"2360",2389,"WORLD CHARTER FOR NATURE"
"2361",2390,"FALKLAND ISLANDS"
"2362",2391,"ISRAEL, ACTION AGAINST IRAQ"
"2363",2392,"IMPLEMENTATION, IAEA WORK"
"2364",2393,"SELF-DETERMINATION"
"2365",2394,"INDEPENDENCE, IMPLEMENTATION"
"2366",2395,"AFGHANISTAN, SOVEREIGNTY"
"2367",2396,"COMOROS, MAYOTTE"
"2368",2397,"LAW OF THE SEA"
"2369",2398,"SOUTH AFRICA, DEATH SENTENCES"
"2370",2399,"SOUTH AFRICA, REGIME ACTIONS"
"2371",2400,"APARTHEID, ELIMINATION"
"2372",2401,"APARTHEID, SANCTIONS"
"2373",2402,"SOUTH AFRICA, CHAPTER VII ISOLATION"
"2374",2403,"APARTHEID, COMMITTEE"
"2375",2404,"SOUTH AFRICA, ISRAEL"
"2376",2405,"APARTHEID, SPORTS"
"2377",2406,"SOUTH AFRICA, ECONOMIC ISOLATION"
"2378",2407,"SOUTH AFRICA, OIL EMBARGO"
"2379",2408,"PALESTINE, RIGHTS COMMITTEE"
"2380",2409,"DIVISION FOR PALESTINIAN RIGHTS"
"2381",2410,"MIDDLE EAST PEACE"
"2382",2411,"PLO PARTICIPATION"
